,Category,Quote,Tags
1424,life,"It is best to be born in April or August when the life-giving Sun is in its exaltation sign Aries or Leo, its home, for then we enter the sea of life on the crest-wave and are backed in the battle of existence by an abundant fund of vim and energy.","['Best', 'Home', 'Sea']"
1425,"love,success,inspiration","Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful.","['Success', 'Happiness']"
1426,arts,"The chief function of the city is to convert power into form, energy into culture, dead matter into the living symbols of art, biological reproduction into social creativity.","['Power', 'Creativity', 'Culture']"
1427,success,Success is simply a matter of luck. Ask any failure.,"['Failure', 'Luck', 'Matter']"
1428,hope,"I've had such a satisfying life professionally and personally. I hope my tombstone says, 'Never boring.'","['Life', 'Boring', 'Tombstone']"
1429,humor,"All I try to do is as earnestly and as acutely as I can, conceive a character and try to portray this character just honestly. If the humor is within the absurdity and the awfulness of situations, then let it be seen that way.","['Character', 'Within', 'Seen']"
1430,life,"If you want to succeed at any job, make yourself invaluable. Go the extra mile; make them never be able to imagine what life without you there would be like.","['Succeed', 'Extra', 'Imagine']"
1431,love,"We must develop and maintain the capacity to forgive. He who is devoid of the power to forgive is devoid of the power to love. There is some good in the worst of us and some evil in the best of us. When we discover this, we are less prone to hate our enemies.","['Forgiveness', 'Best', 'Good']"
1432,arts,"Works of art, in my opinion, are the only objects in the material universe to possess internal order, and that is why, though I don't believe that only art matters, I do believe in Art for Art's sake.","['Universe', 'Opinion', 'Matters']"
1433,success,"Success is a state of mind. If you want success, start thinking of yourself as a success.","['Thinking', 'Start', 'State']"
1434,hope,"A dream is the bearer of a new possibility, the enlarged horizon, the great hope.","['Great', 'Dream', 'Horizon']"
1435,humor,I think that humor is part of what saves us from despair.,"['Despair', 'Saves']"
1436,life,"I'm just living my life, and I'm not gonna live my life for other people.","['Living', 'Gonna']"
1437,love,I refuse to accept the view that mankind is so tragically bound to the starless midnight of racism and war that the bright daybreak of peace and brotherhood can never become a reality... I believe that unarmed truth and unconditional love will have the final word.,"['Peace', 'War', 'Truth']"
1438,arts,Culture is the arts elevated to a set of beliefs.,"['Culture', 'Arts', 'Beliefs']"
1439,success,"We should measure welfare's success by how many people leave welfare, not by how many are added.","['Welfare', 'Measure', 'Leave']"
1440,hope,"The message of Jesus is summed up partly in the Sermon on the Mount, and partly when he begins his ministry and quotes the passage from Isaiah: 'I have come to set free the prisoners and restore sight to the blind.' And certainly, his mission is also to bring hope. It was to heal people, to befriend the outcast.","['Free', 'Blind', 'Mission']"
1441,humor,"As a kid, I loved 'Godot' because of the poetry and the humor and the strangeness, but then as you get older, it's much more resonant.","['Poetry', 'Loved', 'Older']"
1442,life,I don't like dreams or reality. I like when dreams become reality because that is my life.,"['Dreams', 'Reality']"
1443,love,"There is a sacredness in tears. They are not the mark of weakness, but of power. They speak more eloquently than ten thousand tongues. They are the messengers of overwhelming grief, of deep contrition, and of unspeakable love.","['Sad', 'Power', 'Grief']"
1444,arts,"Trifles make perfection, and perfection is no trifle.","['Perfection', 'Trifle', 'Trifles']"
1445,success,"Victory has a thousand fathers, but defeat is an orphan.","['Victory', 'Defeat', 'Orphan']"
1446,hope,"The Opera was a very cold film, a hopeless and dark film, no hope, no love.","['Love', 'Dark', 'Cold']"
1447,humor,"My books are shelved in different places, depending on the bookstore. Sometimes they can be found in the Mystery section, sometimes in the Humor department, and occasionally even in the Literature aisle, which is somewhat astounding.","['Literature', 'Mystery', 'Books']"
1448,life,I don't want to be put on a pedestal. I just want to be reasonably successful and live a normal life with all the conveniences to make it so.,"['Successful', 'Pedestal', 'Normal']"
1449,love,"But I say to you, Love your enemies and pray for those who persecute you, so that you may be sons of your Father who is in heaven; for he makes his sun rise on the evil and on the good, and sends rain on the just and on the unjust.","['Good', 'Pray', 'Unjust']"
1450,arts,Fashion is only the attempt to realize art in living forms and social intercourse.,"['Fashion', 'Living', 'Realize']"
1451,success,Success is blocked by concentrating on it and planning for it... Success is shy - it won't come out while you're watching.,"['Planning', 'Shy', 'Watching']"
1452,hope,"When you run a part of the relay and pass on the baton, there is no sense of unfinished business in your mind. There is just the sense of having done your part to the best of your ability. That is it. The hope is to pass on the baton to somebody who will run faster and run a better marathon.","['Best', 'Business', 'Ability']"
1453,humor,I don't know if my sense of humor goes over Americans' heads.,"['Goes', 'Heads']"
1454,life,Life's a bit like mountaineering - never look down.,['Bit']
1455,love,"We've got this gift of love, but love is like a precious plant. You can't just accept it and leave it in the cupboard or just think it's going to get on by itself. You've got to keep watering it. You've got to really look after it and nurture it.","['Relationship', 'Nurture', 'Gift']"
1456,arts,I like to pretend that my art has nothing to do with me.,['Pretend']
1457,success,Whosoever desires constant success must change his conduct with the times.,"['Change', 'Desires', 'Conduct']"
1458,hope,"It has never been, and never will be easy work! But the road that is built in hope is more pleasant to the traveler than the road built in despair, even though they both lead to the same destination.","['Work', 'Road', 'Easy']"
1459,humor,"Mother humor is such a universal theme. I wrote a show called '25 Questions for a Jewish Mother.' I had people coming up to me after the show saying, 'I'm Baptist, and my mother is just like yours.'","['Mother', 'Questions', 'Theme']"
1460,life,"I don't think anybody should ever take their life for being bullied. But if it wasn't for my family... and my circle of friends, I could definitely see why someone would see it doesn't get any better than this, but it does. Life is so beautiful.","['Family', 'Beautiful', 'Circle']"
1461,love,"I really do believe that God is love, one of deep affection and grace and forgiveness and inspiration.","['Easter', 'God', 'Deep']"
1462,arts,"Art is the child of Nature; yes, her darling child, in whom we trace the features of the mother's face, her aspect and her attitude.","['Nature', 'Attitude', 'Mother']"
1463,success,"In a balanced organization, working towards a common objective, there is success.","['Objective', 'Balanced', 'Common']"
1464,hope,"Iranian filmmakers are not passive. They fight whenever they can, as creative expression means a lot to them. The restrictions and censorship in Iran are a bit like the British weather: one day it's sunny, the next day it's raining. You just have to hope you walk out into the sunshine.","['Sunshine', 'Fight', 'Weather']"
